case_id,Country_Code,open_date,close_date,activation_date,removal_date,product_type,record_type,stage,id,status,create_date,scheduled_date,fulfilled_date,type,vendor,region,cycle_time
386942714-0,AU,,,,,Locker,Location Locker/Counter NA,Compliance,150678923-4,Failure,2/23/24,2/24/24,,Permit,NSA,AU,
621996798-4,JP,,,,,Locker,Location Locker/Counter,,583291532-1,Cancelled,1/11/24,1/13/24,,Advertising,Brendamour,JP,
976644972-4,MX,,,,,Apt Locker,Dobby NA,,404777764-1,Cancelled,3/22/24,3/27/24,,Advertising,Redbox,MX,
946704243-6,JP,,,,,Apt Locker,Dobby NA,Install,774405574-8,Scheduled,4/27/24,5/1/24,,Install,NSA,JP,
233796485-X,JP,,,,,Apt Locker,Dobby,Compliance,309624612-2,New,4/29/24,,,Permit,Brendamour,JP,
598222218-6,FR,,,,,Apt Locker Pro,Location,,324060302-0,New,5/10/24,,,Removal,Brendamour,FR,
627385146-8,PT,,,,,Apt Locker,Dobby NA,Install,044365590-1,Failure,1/30/24,2/3/24,,Install,Redbox,PT,
105403003-0,JP,,,,,Locker,Location Locker/Counter NA,,101402694-6,Complete,2/27/24,3/2/24,3/20/24,Advertising,Brendamour,JP,22
445698274-8,AT,,,,,Apt Locker,Dobby NA,,222750171-5,Failure,4/24/24,4/28/24,,Advertising,NSA,AT,
782202908-8,AU,,,,,Locker,Location Locker/Counter NA,Survey,244750691-0,Fulfilled,3/21/24,3/25/24,4/11/24,Survey,Brendamour,AU,21
948163095-1,PT,,45357,45357,45357,Apt Locker,Dobby NA,Closed,903517905-6,Fulfilled,2/17/24,2/21/24,3/6/24,Decommission,NSA,PT,18
169964757-7,JP,,45472,45472,,Locker,Location Locker/Counter NA,Closed,923439651-0,Fulfilled,5/25/24,5/28/24,6/29/24,Install,Brendamour,JP,35
486379489-4,FR,,,,,Apt Locker Pro,Location,,900507867-7,Failure,4/28/24,4/29/24,,Decommission,NSA,FR,
077012421-6,AT,,,,,Apt Locker,Dobby,Compliance,330511045-7,Fulfilled,4/19/24,4/20/24,5/3/24,Permit,Redbox,AT,14
416330657-9,DE,,,,,Apt Locker,Dobby,Compliance,196150063-9,New,3/11/24,,,Permit,NSA,DE,
961391826-4,MX,,,,,Apt Locker,Dobby NA,Install,217969651-5,Scheduled,1/20/24,1/23/24,,Install,Redbox,MX,
480267675-1,MX,,,,,Apt Locker,Dobby,Compliance,594105370-3,Failure,3/8/24,3/13/24,,Permit,Brendamour,MX,
236647421-0,IT,,,,,Locker,Location Locker/Counter,Survey,406486409-3,Fulfilled,1/18/24,1/20/24,1/26/24,Survey,Brendamour,IT,8
814132745-3,ES,,,,,Locker,Location Locker/Counter NA,Survey,738789924-X,Scheduled,3/29/24,3/31/24,,Survey,Brendamour,ES,
092780858-7,MX,,,,,Apt Locker,Dobby,Survey,167043817-1,Cancelled,3/28/24,3/31/24,,Survey,Redbox,MX,
071658814-5,PT,,,,,Apt Locker,Dobby NA,Survey,165190330-1,Complete,2/9/24,2/10/24,2/15/24,Survey,Redbox,PT,6
363811718-9,JP,,,,,Apt Locker Pro,Location,,924951524-3,Complete,4/4/24,4/9/24,4/19/24,Advertising,Brendamour,JP,15
326123080-0,MX,,45431,45431,45431,Apt Locker,Dobby,Closed,594123510-0,Fulfilled,5/8/24,5/13/24,5/19/24,Removal,Brendamour,MX,11
700433654-9,AT,,,,,Locker,Location Locker/Counter,Install,983037038-0,Failure,4/8/24,4/13/24,,Install,NSA,AT,
773654216-3,DE,,,,,Apt Locker Pro,Location,,758604753-7,Scheduled,4/4/24,4/5/24,,Decommission,Redbox,DE,
477213004-7,DE,,,,,Locker,Location Locker/Counter,Survey,817685964-8,Scheduled,2/14/24,2/18/24,,Survey,Brendamour,DE,
906707513-2,US,,,,,Locker,Location Locker/Counter,Compliance,048445136-7,Fulfilled,4/3/24,4/5/24,4/8/24,Permit,Redbox,US,5
393257661-6,IT,,45445,45445,,Locker,Location Locker/Counter,Closed,512651574-8,Complete,5/15/24,5/20/24,6/2/24,Install,Redbox,IT,18
858868713-5,FR,,,,,Locker,Location Locker/Counter NA,,361177707-2,New,2/26/24,,,Removal,Redbox,FR,
938482101-2,MX,,,,,Apt Locker Pro,Location,Install,486186015-6,New,2/25/24,,,Install,Brendamour,MX,
775549812-3,PT,,45346,45346,45346,Locker,Location Locker/Counter,Closed,222957035-8,Fulfilled,2/11/24,2/12/24,2/24/24,Removal,Brendamour,PT,13
232619412-8,AU,,45355,45355,45355,Apt Locker,Dobby,Closed,694039746-9,Fulfilled,2/22/24,2/27/24,3/4/24,Decommission,NSA,AU,11
023810843-0,IT,,,,,Apt Locker,Dobby NA,,125625510-6,Cancelled,1/8/24,1/10/24,,Advertising,Brendamour,IT,
214755877-X,MX,,,,,Apt Locker Pro,Location,,304634078-8,Cancelled,2/1/24,2/3/24,,Advertising,Redbox,MX,
122767956-4,ES,,,,,Apt Locker Pro,Location,,302968780-5,Failure,2/25/24,2/28/24,,Removal,NSA,ES,
405077780-0,FR,,,,,Apt Locker Pro,Location,,093686924-0,Scheduled,1/30/24,2/1/24,,Removal,Brendamour,FR,
678734022-2,PT,,45368,45368,45368,Apt Locker,Dobby NA,Closed,854736647-4,Complete,2/29/24,3/1/24,3/17/24,Decommission,Brendamour,PT,17
241625744-7,AT,,,,,Locker,Location Locker/Counter NA,,812423753-0,Scheduled,4/21/24,4/26/24,,Removal,Brendamour,AT,
357518316-3,AT,,,,,Apt Locker,Dobby NA,,225249804-8,Failure,1/14/24,1/18/24,,Advertising,Redbox,AT,
284529603-7,CA,,,,,Locker,Location Locker/Counter,Install,475562860-1,Cancelled,2/16/24,2/17/24,,Install,Redbox,CA,
481756540-3,ES,,45295,45295,45295,Apt Locker,Dobby NA,Closed,406185358-9,Complete,12/31/23,1/1/24,1/4/24,Removal,Brendamour,ES,4
300612167-8,IT,,,,,Locker,Location Locker/Counter NA,,966657609-0,Fulfilled,5/30/24,6/4/24,6/15/24,Advertising,Brendamour,IT,16
851215061-0,MX,,,,,Apt Locker Pro,Location,,849663465-5,Cancelled,3/7/24,3/9/24,,Decommission,Redbox,MX,
336292228-7,PT,,,,,Apt Locker,Dobby NA,,226986837-4,Failure,5/18/24,5/23/24,,Removal,Brendamour,PT,
129208161-9,US,,,,,Apt Locker,Dobby NA,,096866245-5,New,1/26/24,,,Removal,NSA,US,
891813766-4,FR,,,,,Apt Locker,Dobby,Install,489857448-3,Scheduled,5/19/24,5/22/24,,Install,NSA,FR,
922436482-9,PT,,,,,Locker,Location Locker/Counter NA,Install,386064952-3,Cancelled,5/28/24,5/29/24,,Install,Redbox,PT,
609616403-X,ES,,,,,Locker,Location Locker/Counter NA,,780836189-5,Scheduled,4/3/24,4/6/24,,Removal,NSA,ES,
398478156-3,IT,,,,,Apt Locker Pro,Location,Survey,353744691-8,Fulfilled,5/26/24,5/29/24,6/4/24,Survey,Redbox,IT,9
659839216-0,AT,,45447,45447,45447,Apt Locker,Dobby,Closed,466770001-7,Complete,5/23/24,5/28/24,6/4/24,Decommission,NSA,AT,12
181265241-0,AT,,,,,Apt Locker,Dobby NA,Install,765551474-7,Scheduled,3/11/24,3/15/24,,Install,Brendamour,AT,
302248264-7,FR,,,,,Apt Locker,Dobby,,716872556-4,Failure,4/7/24,4/12/24,,Advertising,NSA,FR,
659857228-2,AT,,,,,Apt Locker Pro,Location,Survey,173119288-6,Cancelled,5/22/24,5/26/24,,Survey,Brendamour,AT,
243006827-3,JP,,,,,Apt Locker,Dobby,Install,801595942-X,New,4/16/24,,,Install,Redbox,JP,
428118878-9,AU,,,,,Apt Locker,Dobby NA,Compliance,020415022-1,New,4/28/24,,,Permit,Brendamour,AU,
490657419-X,PT,,45323,45323,45323,Apt Locker,Dobby,Closed,959475285-8,Fulfilled,1/15/24,1/16/24,2/1/24,Removal,Brendamour,PT,17
025490363-0,AT,,,,,Apt Locker,Dobby,Compliance,717792212-1,Cancelled,3/31/24,4/1/24,,Permit,Redbox,AT,
635838539-9,PT,,,,,Apt Locker Pro,Location,,237349153-2,Cancelled,3/31/24,4/5/24,,Decommission,Redbox,PT,
245348462-1,CA,,,,,Apt Locker,Dobby,Install,320700466-0,Failure,2/28/24,2/29/24,,Install,Brendamour,CA,
020966770-2,DE,,,,,Apt Locker Pro,Location,,185169085-9,Cancelled,3/28/24,3/30/24,,Advertising,Redbox,DE,
252752169-X,PT,,,,,Apt Locker,Dobby NA,,533157025-9,Scheduled,3/19/24,3/24/24,,Decommission,NSA,PT,
836794851-3,CA,,,,,Apt Locker Pro,Location,,569914782-9,Cancelled,3/23/24,3/28/24,,Advertising,Redbox,CA,
187209472-4,PT,,,,,Locker,Location Locker/Counter,,654269326-2,Failure,2/20/24,2/24/24,,Decommission,NSA,PT,
634754871-2,AT,,,,,Locker,Location Locker/Counter,,395121753-7,Scheduled,3/27/24,3/30/24,,Removal,NSA,AT,
333203315-8,ES,,,,,Apt Locker,Dobby,,096375752-0,Cancelled,2/5/24,2/8/24,,Removal,Brendamour,ES,
954037128-7,AU,,45369,45369,45369,Apt Locker,Dobby NA,Closed,118446432-4,Complete,2/27/24,3/1/24,3/18/24,Removal,Brendamour,AU,20
612271951-X,PT,,45433,45433,45433,Apt Locker,Dobby NA,Closed,404287214-X,Complete,5/9/24,5/10/24,5/21/24,Decommission,NSA,PT,12
800626008-7,FR,,,,,Locker,Location Locker/Counter NA,Compliance,870611838-0,Cancelled,5/5/24,5/10/24,,Permit,Redbox,FR,
477758737-1,US,,,,,Locker,Location Locker/Counter NA,,318127337-6,Scheduled,2/27/24,2/29/24,,Advertising,Redbox,US,
028056711-1,FR,,45447,45447,45447,Apt Locker,Dobby,Closed,420094155-4,Fulfilled,5/23/24,5/28/24,6/4/24,Removal,NSA,FR,12
489464702-8,AT,,,,,Apt Locker,Dobby,,446189853-9,Cancelled,1/7/24,1/10/24,,Decommission,NSA,AT,
642602283-7,IT,,,,,Apt Locker,Dobby NA,Compliance,254735610-4,Fulfilled,2/10/24,2/12/24,3/1/24,Permit,Redbox,IT,20
150294854-0,DE,,,,,Locker,Location Locker/Counter NA,,995217818-2,Cancelled,1/11/24,1/15/24,,Removal,NSA,DE,
575600268-5,ES,,45316,45316,45316,Apt Locker Pro,Location,Closed,157953141-5,Fulfilled,1/5/24,1/10/24,1/25/24,Removal,Brendamour,ES,20
755710050-6,IT,,,,,Locker,Location Locker/Counter,Compliance,640721494-7,New,3/9/24,,,Permit,NSA,IT,
581052576-8,US,,,,,Apt Locker,Dobby,,564128957-4,Failure,1/11/24,1/13/24,,Removal,Redbox,US,
987227179-8,ES,,,,,Apt Locker,Dobby NA,,747732966-3,Scheduled,4/3/24,4/4/24,,Advertising,Brendamour,ES,
119325226-1,PT,,,,,Locker,Location Locker/Counter NA,Compliance,361225167-8,Fulfilled,5/5/24,5/10/24,5/15/24,Permit,Redbox,PT,10
627992236-7,MX,,,,,Locker,Location Locker/Counter,,286060008-6,New,4/7/24,,,Advertising,Redbox,MX,
417125273-3,ES,,,,,Apt Locker Pro,Location,,187322906-2,Complete,2/22/24,2/26/24,3/14/24,Advertising,Redbox,ES,21
731587965-X,US,,,,,Apt Locker,Dobby NA,Install,035819368-0,Cancelled,1/23/24,1/26/24,,Install,Redbox,US,
900411704-0,AU,,45320,45320,,Apt Locker,Dobby NA,Closed,568260347-8,Complete,1/5/24,1/6/24,1/29/24,Install,Redbox,AU,24
837466376-6,IT,,,,,Apt Locker,Dobby,,152007899-4,New,4/25/24,,,Removal,NSA,IT,
988714422-3,IT,,,,,Apt Locker,Dobby,Compliance,615627624-6,Fulfilled,5/23/24,5/26/24,6/1/24,Permit,Redbox,IT,9
201467788-3,PT,,45389,45389,,Apt Locker,Dobby NA,Closed,049775086-4,Complete,2/24/24,2/25/24,4/7/24,Install,Redbox,PT,43
938818829-2,IT,,,,,Apt Locker,Dobby NA,,821767192-3,New,5/19/24,,,Decommission,Redbox,IT,
567975339-1,FR,,,,,Apt Locker Pro,Location,Compliance,495869463-3,Cancelled,3/4/24,3/8/24,,Permit,Redbox,FR,
878479180-2,IT,,,,,Apt Locker,Dobby NA,Compliance,832456142-0,Fulfilled,5/13/24,5/16/24,6/2/24,Permit,Brendamour,IT,20
494080504-2,PT,,,,,Locker,Location Locker/Counter,,292311916-9,Scheduled,3/23/24,3/24/24,,Decommission,Brendamour,PT,
428159269-5,MX,,,,,Apt Locker,Dobby,Install,711843873-1,Scheduled,5/6/24,5/7/24,,Install,Redbox,MX,
133317187-0,AT,,45354,45354,45354,Apt Locker,Dobby,Closed,328614357-X,Fulfilled,2/14/24,2/16/24,3/3/24,Removal,Brendamour,AT,18
055044729-6,AT,,,,,Apt Locker,Dobby NA,Survey,478597421-4,Failure,1/11/24,1/14/24,,Survey,Redbox,AT,
305301831-4,US,,,,,Apt Locker Pro,Location,,391701807-1,Cancelled,5/2/24,5/4/24,,Removal,Redbox,US,
881583237-8,US,,,,,Apt Locker Pro,Location,Install,419938410-3,New,4/13/24,,,Install,NSA,US,
528170806-6,PT,,,,,Apt Locker,Dobby,Survey,935583980-4,Scheduled,1/14/24,1/15/24,,Survey,NSA,PT,
740771604-8,PT,,,,,Locker,Location Locker/Counter NA,,071559389-7,New,5/13/24,,,Advertising,Brendamour,PT,
087722320-3,PT,,45429,45429,45429,Apt Locker Pro,Location,Closed,040903440-1,Complete,5/6/24,5/10/24,5/17/24,Removal,NSA,PT,11
226124731-1,DE,,,,,Apt Locker Pro,Location,Survey,015205558-4,Failure,4/22/24,4/27/24,,Survey,Brendamour,DE,
465215313-9,AU,,,,,Locker,Location Locker/Counter NA,Install,388229837-5,Scheduled,2/13/24,2/16/24,,Install,Redbox,AU,
718111925-7,MX,,,,,Apt Locker,Dobby NA,Compliance,268032959-7,Cancelled,2/3/24,2/5/24,,Permit,Redbox,MX,
230735857-9,US,,,,,Locker,Location Locker/Counter NA,Survey,672014143-0,Complete,4/22/24,4/27/24,5/9/24,Survey,NSA,US,17
930094946-2,MX,,,,,Apt Locker,Dobby NA,Survey,608017873-7,New,1/18/24,,,Survey,Redbox,MX,
844639020-5,PT,,,,,Locker,Location Locker/Counter,,280018329-2,Scheduled,1/2/24,1/6/24,,Advertising,Redbox,PT,
529837882-X,ES,,,,,Apt Locker,Dobby NA,Install,481414756-2,Scheduled,3/30/24,4/3/24,,Install,NSA,ES,
251301190-2,FR,,,,,Locker,Location Locker/Counter NA,Compliance,916664047-4,Cancelled,3/9/24,3/14/24,,Permit,Brendamour,FR,
876700635-3,JP,,,,,Apt Locker,Dobby,Compliance,723653906-6,Fulfilled,1/2/24,1/7/24,1/25/24,Permit,Brendamour,JP,23
231816946-2,FR,,45341,45341,,Locker,Location Locker/Counter,Closed,563145394-0,Complete,1/4/24,1/8/24,2/19/24,Install,Brendamour,FR,46
903202371-3,US,,,,,Locker,Location Locker/Counter,Survey,036185127-8,Failure,1/19/24,1/23/24,,Survey,Redbox,US,
320363184-9,IT,,,,,Apt Locker,Dobby NA,,788440869-4,Fulfilled,5/3/24,5/8/24,5/21/24,Advertising,NSA,IT,18
665350793-9,AT,,,,,Apt Locker,Dobby NA,,669683957-7,New,1/23/24,,,Decommission,NSA,AT,
633837233-X,CA,,,,,Apt Locker,Dobby NA,,941210355-7,Failure,3/27/24,3/30/24,,Decommission,NSA,CA,
459771118-X,JP,,,,,Apt Locker,Dobby,,128657309-2,Failure,5/29/24,6/2/24,,Removal,NSA,JP,
668838187-7,US,,45374,45374,,Locker,Location Locker/Counter,Closed,872139651-5,Fulfilled,2/23/24,2/26/24,3/23/24,Install,Redbox,US,29
057750862-8,AU,,45406,45406,45406,Locker,Location Locker/Counter NA,Closed,863578006-X,Complete,4/7/24,4/12/24,4/24/24,Decommission,NSA,AU,17
638717692-1,AT,,45456,45456,45456,Apt Locker,Dobby,Closed,979891750-2,Fulfilled,5/31/24,6/1/24,6/13/24,Decommission,NSA,AT,13
606374261-1,AU,,,,,Locker,Location Locker/Counter,,823629921-X,Failure,3/18/24,3/20/24,,Advertising,Brendamour,AU,
790535429-6,AT,,,,,Apt Locker Pro,Location,Compliance,021156058-8,Cancelled,4/30/24,5/4/24,,Permit,Redbox,AT,
653725082-X,FR,,,,,Apt Locker,Dobby NA,,168900086-4,Cancelled,4/19/24,4/24/24,,Removal,Brendamour,FR,
520334235-0,MX,,,,,Apt Locker Pro,Location,Survey,059007433-4,Cancelled,1/7/24,1/8/24,,Survey,Brendamour,MX,
783398185-0,JP,,,,,Locker,Location Locker/Counter NA,,074427762-0,Scheduled,2/2/24,2/3/24,,Advertising,Redbox,JP,
591067261-4,US,,,,,Apt Locker Pro,Location,Compliance,850614410-8,Failure,4/28/24,4/29/24,,Permit,NSA,US,
972888548-2,DE,,,,,Locker,Location Locker/Counter,,887945196-0,Scheduled,3/19/24,3/20/24,,Decommission,Redbox,DE,
561008651-5,US,,,,,Apt Locker,Dobby,Survey,238510603-5,Failure,4/25/24,4/29/24,,Survey,Redbox,US,
356156730-4,US,,45474,45474,,Apt Locker Pro,Location,Closed,073387397-9,Complete,6/1/24,6/5/24,7/1/24,Install,Redbox,US,30
480254372-7,CA,,,,,Locker,Location Locker/Counter NA,Survey,099824325-6,Fulfilled,2/9/24,2/10/24,2/25/24,Survey,NSA,CA,16
244820738-0,DE,,,,,Apt Locker,Dobby NA,,076557562-0,New,2/20/24,,,Removal,NSA,DE,
612232201-6,JP,,,,,Locker,Location Locker/Counter NA,Install,664495792-7,Failure,2/7/24,2/10/24,,Install,Brendamour,JP,
555374746-5,AU,,,,,Apt Locker,Dobby NA,,308530619-6,Scheduled,3/1/24,3/2/24,,Decommission,Brendamour,AU,
910303395-3,ES,,,,,Apt Locker,Dobby NA,Survey,070716143-6,Complete,3/20/24,3/24/24,3/27/24,Survey,NSA,ES,7
106139526-X,CA,,,,,Apt Locker,Dobby NA,,076882652-7,Fulfilled,4/19/24,4/21/24,4/26/24,Advertising,Brendamour,CA,7
440286629-4,MX,,45422,45422,45422,Locker,Location Locker/Counter,Closed,072130346-3,Complete,4/25/24,4/26/24,5/10/24,Decommission,Redbox,MX,15
980323855-8,JP,,,,,Locker,Location Locker/Counter NA,,964912121-8,Cancelled,4/21/24,4/24/24,,Decommission,NSA,JP,
305966769-1,US,,,,,Apt Locker,Dobby NA,Compliance,909751575-0,Cancelled,1/30/24,2/3/24,,Permit,NSA,US,
665812483-3,DE,,,,,Apt Locker,Dobby,Compliance,043992834-6,New,2/8/24,,,Permit,Redbox,DE,
419181165-7,AT,,45388,45388,45388,Locker,Location Locker/Counter,Closed,980731267-1,Complete,3/23/24,3/28/24,4/6/24,Removal,Redbox,AT,14
903015622-8,FR,,,,,Apt Locker Pro,Location,Survey,581836923-4,New,3/15/24,,,Survey,NSA,FR,
211215184-3,US,,,,,Locker,Location Locker/Counter NA,Survey,208260148-X,Scheduled,5/14/24,5/19/24,,Survey,Redbox,US,
406707484-0,MX,,,,,Apt Locker,Dobby,,386350191-8,Complete,2/22/24,2/24/24,3/10/24,Advertising,Brendamour,MX,17
153430727-3,MX,,,,,Apt Locker,Dobby NA,Survey,549163411-5,New,5/31/24,,,Survey,Brendamour,MX,
764629548-5,CA,,,,,Apt Locker Pro,Location,,727669993-5,Scheduled,2/5/24,2/6/24,,Advertising,Brendamour,CA,
568851608-9,AU,,,,,Apt Locker Pro,Location,,840745365-X,New,2/22/24,,,Decommission,Redbox,AU,
528573763-X,MX,,45312,45312,45312,Apt Locker Pro,Location,Closed,310987186-6,Complete,1/13/24,1/17/24,1/21/24,Decommission,NSA,MX,8
853642128-2,AT,,,,,Apt Locker,Dobby,Install,413503780-1,Cancelled,3/27/24,4/1/24,,Install,NSA,AT,
209813823-7,JP,,45452,45452,45452,Locker,Location Locker/Counter,Closed,505761572-6,Fulfilled,5/24/24,5/28/24,6/9/24,Removal,NSA,JP,16
808213682-0,CA,,,,,Locker,Location Locker/Counter,,532440111-0,Complete,4/20/24,4/25/24,4/28/24,Advertising,NSA,CA,8
349898015-7,IT,,,,,Locker,Location Locker/Counter NA,Compliance,407502544-6,Scheduled,2/13/24,2/14/24,,Permit,NSA,IT,
706560929-4,DE,,,,,Locker,Location Locker/Counter NA,Survey,252761207-5,Cancelled,3/18/24,3/21/24,,Survey,Brendamour,DE,
540543636-4,AU,,,,,Apt Locker,Dobby,,657124315-6,New,3/10/24,,,Removal,Brendamour,AU,
664104943-4,PT,,,,,Locker,Location Locker/Counter NA,Install,941962288-6,New,5/19/24,,,Install,Redbox,PT,
150574674-4,JP,,,,,Locker,Location Locker/Counter,Compliance,049901565-7,Fulfilled,1/5/24,1/10/24,1/21/24,Permit,Redbox,JP,16
516971266-9,JP,,,,,Apt Locker,Dobby,Survey,233867966-0,Cancelled,4/12/24,4/13/24,,Survey,Brendamour,JP,
704455713-9,AU,,,,,Locker,Location Locker/Counter NA,,216901409-8,New,4/30/24,,,Advertising,Brendamour,AU,
262073860-1,AT,,,,,Locker,Location Locker/Counter,,469632105-3,Failure,3/9/24,3/11/24,,Removal,NSA,AT,
562137906-3,AT,,,,,Locker,Location Locker/Counter NA,,023540837-9,New,2/5/24,,,Removal,Brendamour,AT,
741526805-9,AU,,,,,Locker,Location Locker/Counter,Compliance,987319344-8,Scheduled,12/31/23,1/2/24,,Permit,Redbox,AU,
977642981-5,IT,,45391,45391,45391,Locker,Location Locker/Counter NA,Closed,455630998-0,Complete,3/28/24,4/2/24,4/9/24,Decommission,Brendamour,IT,12
146863770-3,MX,,,,,Apt Locker,Dobby NA,,314024669-2,Cancelled,5/24/24,5/27/24,,Removal,Brendamour,MX,
768033162-6,IT,,,,,Locker,Location Locker/Counter,,985796512-1,Failure,5/9/24,5/13/24,,Advertising,Redbox,IT,
238722640-2,FR,,,,,Locker,Location Locker/Counter,,942639089-8,New,1/5/24,,,Advertising,NSA,FR,
190394028-1,FR,,,,,Locker,Location Locker/Counter NA,,687645781-8,Scheduled,2/8/24,2/11/24,,Advertising,Brendamour,FR,
219455352-5,ES,,,,,Locker,Location Locker/Counter,Install,511519385-X,Cancelled,3/18/24,3/21/24,,Install,NSA,ES,
697417120-X,JP,,,,,Apt Locker,Dobby NA,Install,796670243-X,Scheduled,2/24/24,2/26/24,,Install,Redbox,JP,
347184018-4,IT,,,,,Locker,Location Locker/Counter NA,Install,261944588-4,New,3/31/24,,,Install,NSA,IT,
006104938-7,PT,,,,,Apt Locker Pro,Location,Compliance,578473650-7,Cancelled,5/5/24,5/6/24,,Permit,Redbox,PT,
387752126-6,AT,,45429,45429,,Apt Locker Pro,Location,Closed,941814510-3,Complete,4/27/24,4/28/24,5/17/24,Install,NSA,AT,20
697610847-5,IT,,,,,Apt Locker,Dobby NA,,746440183-2,Cancelled,5/1/24,5/2/24,,Advertising,NSA,IT,
457331852-6,US,,,,,Apt Locker,Dobby,Install,349962689-6,Scheduled,3/31/24,4/5/24,,Install,NSA,US,
687995777-3,AT,,,,,Apt Locker Pro,Location,Install,514255066-8,New,2/5/24,,,Install,Brendamour,AT,
197584884-5,JP,,,,,Apt Locker,Dobby NA,Survey,936264891-1,Failure,3/8/24,3/9/24,,Survey,Redbox,JP,
056693982-7,IT,,,,,Apt Locker Pro,Location,Survey,742926729-7,Complete,1/22/24,1/24/24,2/11/24,Survey,Brendamour,IT,20
367982808-X,US,,,,,Apt Locker,Dobby NA,,410193078-3,New,5/9/24,,,Removal,Redbox,US,
025803374-6,DE,,,,,Apt Locker,Dobby,,249631764-6,Complete,1/28/24,2/2/24,2/9/24,Advertising,Brendamour,DE,12
344067126-7,DE,,,,,Apt Locker,Dobby,,940979409-9,Scheduled,2/15/24,2/20/24,,Decommission,NSA,DE,
767616373-0,AU,,,,,Apt Locker Pro,Location,,377357803-2,New,3/26/24,,,Removal,NSA,AU,
172091902-X,FR,,,,,Locker,Location Locker/Counter,Compliance,861005480-2,Failure,1/17/24,1/19/24,,Permit,NSA,FR,
196243938-0,CA,,,,,Locker,Location Locker/Counter NA,Survey,214030354-7,Scheduled,1/27/24,1/29/24,,Survey,Redbox,CA,
358905979-6,JP,,,,,Locker,Location Locker/Counter NA,,828982891-8,Fulfilled,1/17/24,1/22/24,1/30/24,Advertising,Redbox,JP,13
455456059-7,MX,,,,,Locker,Location Locker/Counter NA,Survey,607127187-8,Complete,4/19/24,4/24/24,5/6/24,Survey,Brendamour,MX,17
783300140-6,ES,,,,,Locker,Location Locker/Counter NA,,773711983-3,Cancelled,1/26/24,1/30/24,,Decommission,Redbox,ES,
604523900-8,ES,,,,,Locker,Location Locker/Counter,Install,167391725-9,Scheduled,5/11/24,5/16/24,,Install,NSA,ES,
782109052-2,MX,,45371,45371,,Locker,Location Locker/Counter NA,Closed,423059581-6,Complete,3/2/24,3/7/24,3/20/24,Install,Redbox,MX,18
349482551-3,AU,,,,,Apt Locker,Dobby NA,Install,833139368-6,New,4/15/24,,,Install,Brendamour,AU,
168400219-2,IT,,,,,Apt Locker Pro,Location,Compliance,111787537-7,Failure,2/2/24,2/6/24,,Permit,Redbox,IT,
197622832-8,DE,,45389,45389,45389,Apt Locker,Dobby,Closed,064483118-9,Complete,3/23/24,3/26/24,4/7/24,Removal,Brendamour,DE,15
